wall_elapsed_s,ros_time,map_stamp,odom_stamp,map_frame,source_odom_frame,graph_frame,goal_frame,path_frame,initial_position_error_m,initial_yaw_error_deg,static_points,dynamic_points,graph_static_points,accumulated_static_points,graph_nodes,graph_edges,graph_components,largest_component,robot_component,robot_degree,blocked_edges,path_poses,path_length_m,path_goal_error_m,path_min_clearance_m,graph_edges_checked,graph_min_clearance_m,graph_clearance_violations,waypoint_path_distance_m,reached,semantic_snapshot_s,semantic_update_s,semantic_callback_s,main_loop_s
48.068430,1786670419.026596,1769605479.157781,1769605479.257838,map_start,map,map_start,,,0.000000,0.000000,2701,0,1856,4047,84,180,3,82,82,11,0,0,0.000000,inf,inf,53,0.475514,0,inf,0,0.009639,0.001849,0.011514,0.115349
48.863472,1786670419.426119,1769605479.457722,1769605479.557718,map_start,map,map_start,,,0.000000,0.000000,2716,0,1952,4171,82,165,3,80,1,0,0,0,0.000000,inf,inf,41,0.474401,0,inf,0,0.009234,0.002347,0.011609,0.127470
49.676676,1786670419.830880,1769605479.857860,1769605479.957710,map_start,map,map_start,,,0.000000,0.000000,2724,0,2004,4287,87,170,3,85,1,0,0,0,0.000000,inf,inf,46,0.470476,0,inf,0,0.007306,0.002409,0.009742,0.125842
50.490862,1786670420.239205,1769605480.257801,1769605480.257801,map_start,map,map_start,,,0.000000,0.000000,2798,0,2049,4421,87,171,2,86,1,0,0,0,0.000000,inf,inf,41,0.496970,0,inf,0,0.010072,0.000581,0.010661,0.138457
51.286321,1786670420.638076,1769605480.557717,1769605480.657696,map_start,map,map_start,,,0.000000,0.000000,2845,0,2094,4532,86,171,2,85,1,0,0,0,0.000000,inf,inf,45,0.488872,0,inf,0,0.004926,0.000907,0.005844,0.146674
52.095826,1786670421.043557,1769605480.957757,1769605480.957757,map_start,map,map_start,,,0.000000,0.000000,2796,0,2098,4608,84,165,2,83,1,0,0,0,0.000000,inf,inf,39,0.487026,0,inf,0,0.009906,0.002324,0.012257,0.145246
52.890766,1786670421.439354,1769605481.257692,1769605481.357685,map_start,map,map_start,,,0.000000,0.000000,2759,0,2121,4630,88,172,2,87,1,0,0,0,0.000000,inf,inf,46,0.478289,0,inf,0,0.002646,0.000603,0.003258,0.152982
53.695028,1786670421.843425,1769605481.657768,1769605481.657768,map_start,map,map_start,,,0.000000,0.000000,2762,0,2145,4686,92,177,3,90,1,0,0,0,0.000000,inf,inf,45,0.478605,0,inf,0,0.009051,0.000645,0.009706,0.146501
54.501320,1786670422.244027,1769605481.957730,1769605482.057734,map_start,map,map_start,,,0.000000,0.000000,2765,0,2178,4755,95,188,3,93,1,0,0,0,0.000000,inf,inf,49,0.478605,0,inf,0,0.007048,0.000617,0.007674,0.152851
55.306994,1786670422.647826,1769605482.357692,1769605482.457830,map_start,map,map_start,,,0.000000,0.000000,2720,0,2210,4828,94,179,3,92,1,0,0,0,0.000000,inf,inf,46,0.470910,0,inf,0,0.008456,0.001891,0.010371,0.157629
